date,actual,RF,LSTM,AMLSTM,Our_Model
2024-04-18 06:00:00,2.62,7.5033701984127,28.547829,0.0,0.0
2024-04-18 06:15:00,14.7,36.06120000000002,45.338947,27.068401,0.0
2024-04-18 06:30:00,24.55,78.64906666666678,49.760067,21.322996,22.802677
2024-04-18 06:45:00,61.94,94.0554333333332,126.47046,74.834,50.180286
2024-04-18 07:00:00,105.95,140.29436666666646,112.16231,89.20199,82.80994
2024-04-18 07:15:00,194.49,183.46379999999996,203.79065,116.63296,139.3576
2024-04-18 07:30:00,179.48,259.2708642857136,242.44833,177.75685,172.77078
2024-04-18 07:45:00,194.93,270.5887076923078,274.984,250.65813,226.11432
2024-04-18 08:00:00,221.24,392.95230000000026,313.30582,290.15176,259.4603
2024-04-18 08:15:00,349.24,456.8384444444454,395.69342,357.84305,317.73383
2024-04-18 08:30:00,489.4,498.4032999999996,440.6258,431.14185,368.8005
2024-04-18 08:45:00,580.01,514.8504333333333,514.785,493.40277,419.98584
2024-04-18 09:00:00,567.0,598.1280333333331,601.20416,557.78516,483.4524
2024-04-18 09:15:00,501.96,621.1038333333339,628.4773,612.10693,520.75494
2024-04-18 09:30:00,500.29,716.2605666666659,703.4687,679.15234,561.9784
2024-04-18 09:45:00,585.91,746.7932999999994,730.22595,732.89526,588.81226
2024-04-18 10:00:00,645.61,705.3689666666656,809.99634,806.3569,633.2474
2024-04-18 10:15:00,827.45,778.1623999999996,871.83374,807.47656,665.6784
2024-04-18 10:30:00,894.6,712.6285000000001,876.6739,831.9819,692.6564
2024-04-18 10:45:00,891.7,786.2084333333327,973.29816,893.9284,718.41895
2024-04-18 11:00:00,942.42,820.8061999999995,986.1425,913.8215,725.89795
2024-04-18 11:15:00,924.14,892.0253666666653,1006.808,931.4613,763.5796
2024-04-18 11:30:00,872.64,881.8233333333322,1001.46814,946.0936,761.85156
2024-04-18 11:45:00,899.46,926.9918999999998,1055.348,943.0812,763.8091
2024-04-18 12:00:00,939.68,945.4175999999992,1067.3944,963.3631,773.46655
2024-04-18 12:15:00,951.79,971.0154999999988,1063.2623,963.28906,761.93915
2024-04-18 12:30:00,940.18,977.490366666666,1073.7363,969.9012,770.7897
2024-04-18 12:45:00,944.44,940.5411666666656,1072.3933,967.13306,784.5544
2024-04-18 13:00:00,922.22,930.8137333333314,1031.4915,928.31287,782.38336
2024-04-18 13:15:00,885.94,868.5764999999994,1027.1146,945.0002,747.4265
2024-04-18 13:30:00,784.28,868.056900000001,977.717,923.2192,697.66
2024-04-18 13:45:00,866.33,848.3389000000004,955.6572,890.6307,726.07056
2024-04-18 14:00:00,937.92,808.3924333333322,897.8048,882.80817,713.4193
2024-04-18 14:15:00,721.78,805.8260333333321,879.8427,836.73486,694.7425
2024-04-18 14:30:00,374.06,756.9588666666659,840.51373,827.11346,647.4011
2024-04-18 14:45:00,287.84,703.7986333333336,754.9906,770.3403,620.4158
2024-04-18 15:00:00,651.56,676.7209999999999,735.56946,745.3357,588.5587
2024-04-18 15:15:00,762.86,645.8451000000005,651.0767,697.41376,576.23755
2024-04-18 15:30:00,693.9,524.209,581.5521,641.83746,542.42285
2024-04-18 15:45:00,472.4,502.5993999999997,538.7409,577.0494,471.8412
2024-04-18 16:00:00,184.51,524.6750666666675,508.9406,546.66846,431.67767
2024-04-18 16:15:00,146.4,468.62826666666666,382.27692,470.80527,377.82733
2024-04-18 16:30:00,263.59,395.288933333333,363.9178,407.36862,332.11493
2024-04-18 16:45:00,360.57,328.7507711111115,287.18713,360.8376,295.42926
2024-04-18 17:00:00,199.7,268.2780488888889,183.52023,287.17905,244.41954
2024-04-18 17:15:00,188.25,179.96409999999986,182.44171,259.42664,190.52005
2024-04-18 17:30:00,172.03,173.15446666666665,131.97456,195.28143,140.37903
2024-04-18 17:45:00,122.84,169.3154666666669,64.35438,154.53604,102.01718
2024-04-18 18:00:00,71.48,90.08599999999986,104.77406,107.17005,64.63031
2024-04-18 18:15:00,42.73,26.21590198830409,23.27527,77.850266,34.566875
2024-04-18 18:30:00,20.01,11.27133333333334,7.400446,29.874971,49.36892
2024-04-18 18:45:00,4.63,32.783733333333444,46.55418,4.412407,17.051363
2024-04-18 19:00:00,0.99,4.366933333333332,0.0,0.0,24.297218
2024-04-19 06:00:00,3.79,3.024100000000003,17.661978,0.0,0.0
2024-04-19 06:15:00,20.56,31.7572321916972,28.652088,24.59993,0.0
2024-04-19 06:30:00,53.94,35.85186666666665,27.9,21.498135,0.0
2024-04-19 06:45:00,98.33,80.08383538461531,91.74135,71.03991,4.334315
2024-04-19 07:00:00,140.71,120.90166923076906,84.78761,82.92022,50.540077
2024-04-19 07:15:00,194.71,200.27396190476188,161.40869,108.90131,122.99074
2024-04-19 07:30:00,242.26,217.364324603175,196.75337,160.53438,153.18846
2024-04-19 07:45:00,296.66,210.29623750000025,227.20352,225.7727,216.89696
2024-04-19 08:00:00,353.21,248.9693315366983,260.49106,265.0815,253.87685
2024-04-19 08:15:00,404.4,279.97190416666695,332.90894,323.77454,308.00577
2024-04-19 08:30:00,455.59,422.6488777777782,376.30502,394.1837,382.95862
2024-04-19 08:45:00,503.99,498.9210333333331,431.52087,444.49646,437.72418
