date,actual,RF,LSTM,AMLSTM,Our_Model
2024-04-18 06:00:00,10.69,10.761678647741128,16.994783,66.07241,0.0
2024-04-18 06:15:00,41.0,44.64645437815653,79.69246,71.972984,0.0
2024-04-18 06:30:00,74.33,92.79803125000004,64.44504,113.904526,0.0
2024-04-18 06:45:00,72.79,95.5523549242424,115.05924,145.16325,17.638842
2024-04-18 07:00:00,111.64,145.28814499999976,143.23244,176.79425,51.770145
2024-04-18 07:15:00,188.16,189.9619738888888,158.77031,219.35352,90.32926
2024-04-18 07:30:00,198.48,224.0376437499999,196.70139,286.1998,160.47159
2024-04-18 07:45:00,270.81,286.6164600000001,235.0821,327.99765,208.0938
2024-04-18 08:00:00,350.56,301.60539166666723,303.23584,383.8995,277.3408
2024-04-18 08:15:00,407.61,334.70975,374.72144,448.14304,352.3909
2024-04-18 08:30:00,449.58,465.6541749999998,410.66302,495.43332,398.1723
2024-04-18 08:45:00,486.99,476.137575,451.51932,546.03723,466.52402
2024-04-18 09:00:00,544.58,508.9029999999994,526.3495,590.56036,558.5195
2024-04-18 09:15:00,600.99,520.2036635416665,571.19324,648.4187,599.8259
2024-04-18 09:30:00,646.83,578.396525000001,638.553,706.77814,658.06635
2024-04-18 09:45:00,688.65,642.5927250000002,689.45746,748.0967,703.67004
2024-04-18 10:00:00,728.79,691.6907000000003,743.2975,781.13654,765.23236
2024-04-18 10:15:00,731.77,746.1033750000004,758.5027,807.0877,817.666
2024-04-18 10:30:00,803.1,789.6306750000008,809.48175,838.4338,872.8792
2024-04-18 10:45:00,833.6,864.4965750000002,860.7917,849.9706,871.71564
2024-04-18 11:00:00,865.41,881.9583999999999,907.2024,893.53046,916.4868
2024-04-18 11:15:00,883.01,930.452699999999,898.84314,908.44385,912.54865
2024-04-18 11:30:00,899.79,946.073049999999,917.0053,933.78076,955.6643
2024-04-18 11:45:00,886.31,946.2816999999995,927.0792,947.0772,995.5687
2024-04-18 12:00:00,895.25,940.8008749999996,948.69476,949.43964,971.9953
2024-04-18 12:15:00,909.28,908.0150000000004,950.6518,947.67084,989.9723
2024-04-18 12:30:00,910.79,908.0987500000002,939.72345,955.33276,980.1814
2024-04-18 12:45:00,902.51,899.3427249999997,903.69403,942.06805,949.2334
2024-04-18 13:00:00,909.36,907.2706499999996,919.5216,910.8925,921.38715
2024-04-18 13:15:00,889.25,892.5735250000001,910.52167,882.7851,930.12177
2024-04-18 13:30:00,878.45,896.7565750000006,880.13556,853.9571,917.05133
2024-04-18 13:45:00,861.85,799.6804499999996,865.7315,826.2233,898.2966
2024-04-18 14:00:00,833.81,840.7597499999993,825.3001,805.3294,852.41724
