date,RF,LSTM,AMLSTM,Our_Model
2024-06-13 06:00:00,36.35707500000004,103.64554,122.57331,82.95174
2024-06-13 06:15:00,62.5348749999999,135.43393,127.18399,135.36845
2024-06-13 06:30:00,94.15994999999997,154.94008,181.3695,157.69852
2024-06-13 06:45:00,109.23449999999995,201.91649,201.21669,171.28038
2024-06-13 07:00:00,160.3136803273811,210.43707,244.60962,202.39183
2024-06-13 07:15:00,191.9926000000002,258.70575,300.34308,215.79178
2024-06-13 07:30:00,222.71016601773272,297.25046,340.9597,260.6262
2024-06-13 07:45:00,262.93047500000006,306.14474,388.91486,298.66943
2024-06-13 08:00:00,344.7584249999998,374.6067,436.47443,329.6525
2024-06-13 08:15:00,412.3084100000002,437.05063,504.09174,372.60086
2024-06-13 08:30:00,457.2103999999992,485.45343,528.85895,398.61603
2024-06-13 08:45:00,483.8646349999995,501.724,585.8631,445.06354
2024-06-13 09:00:00,547.4518749999993,577.3542,620.84467,481.7437
2024-06-13 09:15:00,576.3374499999999,604.7321,669.1587,518.8648
2024-06-13 09:30:00,587.0346999999998,684.04834,706.19073,548.56445
2024-06-13 09:45:00,631.0319250000002,699.5231,748.0767,571.44666
2024-06-13 10:00:00,709.3375999999988,777.7976,774.9231,616.49695
2024-06-13 10:15:00,758.6428999999997,784.63525,805.5613,651.29193
2024-06-13 10:30:00,745.3855499999997,815.24567,830.49286,693.9907
2024-06-13 10:45:00,722.9607749999991,864.8731,828.71136,695.5551
2024-06-13 11:00:00,742.8227999999991,908.19543,875.6867,734.84814
2024-06-13 11:15:00,808.6948500000009,878.7931,878.9025,729.74945
2024-06-13 11:30:00,771.2303749999998,901.461,895.18256,773.21747
2024-06-13 11:45:00,822.6317249999986,898.28937,908.8448,767.3753
2024-06-13 12:00:00,810.8675999999996,941.2282,905.3596,762.65625
2024-06-13 12:15:00,806.8959749999998,945.0348,909.4757,753.81274
2024-06-13 12:30:00,774.4849999999992,916.9743,904.6586,755.9136
2024-06-13 12:45:00,756.9090999999992,899.39935,894.64105,753.6551
2024-06-13 13:00:00,759.2678000000002,895.7704,866.0003,764.2076
2024-06-13 13:15:00,752.1460000000002,879.9277,853.8964,770.92786
2024-06-13 13:30:00,752.8201000000003,862.43427,819.7142,714.1097
2024-06-13 13:45:00,740.2639000000001,840.8587,783.16705,686.8424
2024-06-13 14:00:00,616.3977000000001,804.1375,768.0991,672.2803
2024-06-13 14:15:00,586.4414249999996,766.0332,722.0596,639.4728
2024-06-13 14:30:00,549.5675249999995,721.4923,687.4248,668.43634
2024-06-13 14:45:00,542.1499249999988,705.3672,633.7318,631.9152
2024-06-13 15:00:00,577.1891499999999,645.2987,567.4646,617.93445
2024-06-13 15:15:00,554.2584000000012,579.6598,514.568,561.8114
2024-06-13 15:30:00,518.1053999999988,526.7771,477.74777,515.1055
2024-06-13 15:45:00,522.2188919642845,488.47263,411.26437,483.11972
2024-06-13 16:00:00,526.6610750000004,423.05872,364.75565,431.11136
2024-06-13 16:15:00,385.33460003968383,388.33548,332.34296,406.09235
2024-06-13 16:30:00,393.6011956249996,350.9825,272.81454,354.34158
2024-06-13 16:45:00,357.9111250000006,321.6875,232.96577,289.7589
2024-06-13 17:00:00,321.914975,248.09938,184.3791,277.7025
2024-06-13 17:15:00,247.8950749999999,190.44969,130.66208,240.22893
2024-06-13 17:30:00,226.071575,192.08087,124.45325,222.59363
2024-06-13 17:45:00,232.3345156249997,152.8858,98.20538,184.72858
2024-06-13 18:00:00,136.54685,142.13911,87.53364,139.70631
2024-06-13 18:15:00,83.58719649038463,100.77123,66.91266,133.12883
2024-06-13 18:30:00,59.24149999999998,111.01008,69.77233,80.449425
2024-06-13 18:45:00,39.293049999999965,78.84672,84.988495,72.9195
2024-06-13 19:00:00,20.821325000000037,77.07913,86.141335,74.262856
