date,RF,LSTM,AMLSTM,Our_Model
2024-06-13 06:00:00,50.50920000000001,63.08776,148.71985,0.0
2024-06-13 06:15:00,83.04408898550726,75.98767,154.67587,0.0
2024-06-13 06:30:00,120.55822800000004,90.041336,191.10747,14.927705
2024-06-13 06:45:00,161.02176153846153,132.22742,224.17915,29.840605
2024-06-13 07:00:00,397.2348000000004,152.1627,267.7541,70.75374
2024-06-13 07:15:00,224.74761214673907,168.57426,315.64108,121.866684
2024-06-13 07:30:00,287.76682403846166,239.10242,350.386,185.0442
2024-06-13 07:45:00,375.11838244766494,294.02463,402.83228,221.47498
2024-06-13 08:00:00,417.6457608465608,320.56848,434.35635,274.24997
2024-06-13 08:15:00,472.4092166666667,393.78003,496.4948,287.64157
2024-06-13 08:30:00,496.4042,411.80905,534.01666,352.43005
2024-06-13 08:45:00,526.8589000000001,517.24243,587.10504,374.6827
2024-06-13 09:00:00,601.3224000000002,548.67194,627.8875,415.87766
2024-06-13 09:15:00,653.9502999999997,574.6882,667.5963,465.26416
2024-06-13 09:30:00,710.5755999999999,705.92755,707.93365,491.1059
2024-06-13 09:45:00,675.9553000000003,734.6828,749.5323,539.84125
2024-06-13 10:00:00,788.5463000000004,761.9195,782.8547,591.9182
2024-06-13 10:15:00,739.1073000000005,731.5386,812.3071,649.33734
2024-06-13 10:30:00,763.8151,862.9381,857.7183,709.3158
2024-06-13 10:45:00,798.2204000000002,889.18494,855.18994,723.3362
2024-06-13 11:00:00,853.8109,963.53357,863.38855,711.8835
2024-06-13 11:15:00,868.6112999999999,886.51404,875.6324,761.70325
2024-06-13 11:30:00,881.5049000000004,946.372,886.95874,788.6199
2024-06-13 11:45:00,878.0789000000003,985.873,870.11,806.088
2024-06-13 12:00:00,866.2755999999999,972.76196,868.94366,798.5474
2024-06-13 12:15:00,870.7752999999997,918.866,863.99817,807.19543
2024-06-13 12:30:00,845.6503999999996,943.8562,838.72784,795.76776
2024-06-13 12:45:00,788.2164000000005,909.06537,822.7188,754.35895
2024-06-13 13:00:00,785.2412999999996,899.31494,778.6487,738.5983
2024-06-13 13:15:00,725.6444999999997,923.2774,758.8881,708.7944
2024-06-13 13:30:00,754.1346000000001,858.05945,711.20886,664.2229
2024-06-13 13:45:00,685.5999000000006,795.30597,665.5615,625.51764
2024-06-13 14:00:00,705.6512185714288,767.04443,633.1255,568.7833
2024-06-13 14:15:00,683.8383860494349,699.0159,598.1216,543.2648
2024-06-13 14:30:00,658.6775090909096,691.9476,553.85754,515.4764
2024-06-13 14:45:00,612.1850126315793,599.34265,499.20914,455.94907
2024-06-13 15:00:00,605.2777000000001,581.6069,442.49252,440.20712
2024-06-13 15:15:00,576.1924999999999,503.83423,403.0706,402.2084
2024-06-13 15:30:00,543.6765999999999,463.92477,346.46448,337.35922
2024-06-13 15:45:00,493.1811000000002,394.55432,310.16104,294.19263
2024-06-13 16:00:00,439.8088651515151,307.85953,261.71793,273.0251
2024-06-13 16:15:00,467.9195633333332,296.2272,207.01411,258.86514
2024-06-13 16:30:00,347.69581973244163,273.10666,194.84674,196.53282
2024-06-13 16:45:00,294.7529,244.78957,149.31726,142.9833
2024-06-13 17:00:00,266.4432999999999,119.07051,121.9272,88.86016
2024-06-13 17:15:00,271.0590000000002,139.21388,97.9011,53.07493
2024-06-13 17:30:00,215.6951,99.56428,103.37279,17.70702
2024-06-13 17:45:00,162.77760000000006,46.046345,91.64006,15.654298
2024-06-13 18:00:00,193.7408,105.908875,73.12855,0.0
2024-06-13 18:15:00,74.90479999999997,50.619377,79.06224,0.0
2024-06-13 18:30:00,51.72391600000002,30.427805,111.86901,0.0
2024-06-13 18:45:00,15.486937500000002,16.008152,99.342636,0.0
2024-06-13 19:00:00,7.699804712968192,0.0,104.99089,0.0
