date,RF,LSTM,AMLSTM,Our_Model
2024-06-13 06:00:00,54.77685000000004,54.756645,171.22986,105.12276
2024-06-13 06:15:00,43.642225,151.20508,184.53195,135.25511
2024-06-13 06:30:00,69.92602500000007,135.12071,213.56264,136.5796
2024-06-13 06:45:00,169.84778976683896,153.74416,222.65411,163.3767
2024-06-13 07:00:00,176.0487499999998,176.14615,243.69853,207.14235
2024-06-13 07:15:00,327.7947250000004,241.08191,239.64534,233.80899
2024-06-13 07:30:00,328.90637500000014,280.95956,283.49936,237.9956
2024-06-13 07:45:00,237.96267500000025,230.88985,323.90265,277.2555
2024-06-13 08:00:00,227.23379999999997,296.38474,347.9994,298.9872
2024-06-13 08:15:00,253.3316249999997,391.5479,349.22025,356.7977
2024-06-13 08:30:00,319.5661749999995,420.09036,426.2738,348.78183
2024-06-13 08:45:00,342.8970249999996,495.72916,470.39096,406.0882
2024-06-13 09:00:00,461.535154802955,529.20886,507.0672,414.47324
2024-06-13 09:15:00,393.1420999999999,525.5647,557.9168,414.47705
2024-06-13 09:30:00,319.86220000000054,630.5317,605.7804,484.19186
2024-06-13 09:45:00,510.1912500000002,632.73413,618.94495,510.6342
2024-06-13 10:00:00,569.3084500000011,710.25806,670.99854,532.34784
2024-06-13 10:15:00,585.0830750000017,721.43787,722.51447,547.463
2024-06-13 10:30:00,591.7388750000015,736.905,765.5425,576.17596
2024-06-13 10:45:00,523.5768000000015,796.69714,776.9032,618.4541
2024-06-13 11:00:00,521.4951000000004,836.2086,837.81995,583.28613
2024-06-13 11:15:00,534.8573249999995,868.0543,847.8151,653.633
2024-06-13 11:30:00,572.4159500000003,866.0352,890.6666,615.5541
2024-06-13 11:45:00,580.0071750000004,898.3535,877.4743,624.2172
2024-06-13 12:00:00,582.0610000000007,948.97144,899.51776,582.3842
2024-06-13 12:15:00,596.4548500000005,974.6933,917.067,612.60547
2024-06-13 12:30:00,569.9345249999999,921.2919,894.2547,617.3823
2024-06-13 12:45:00,616.3288000000006,955.1863,888.3889,631.4594
2024-06-13 13:00:00,575.9035999999998,943.0485,904.52936,598.43024
2024-06-13 13:15:00,619.0821000000008,917.741,875.731,640.6204
2024-06-13 13:30:00,578.5723750000002,933.4736,868.9464,649.4592
2024-06-13 13:45:00,559.7665500000002,851.4182,835.97,565.4808
2024-06-13 14:00:00,573.877850000001,804.8614,836.1198,610.46405
2024-06-13 14:15:00,563.3953250000013,821.7508,806.07495,574.84106
2024-06-13 14:30:00,603.5016750000002,757.08344,764.797,550.7205
2024-06-13 14:45:00,561.3481500000001,703.2098,725.1771,551.43176
2024-06-13 15:00:00,451.8115249999996,663.31305,715.5761,514.027
2024-06-13 15:15:00,514.8186000000001,643.8586,652.72003,483.15048
2024-06-13 15:30:00,454.2170750000011,548.98315,590.856,434.4155
2024-06-13 15:45:00,446.6236000000011,540.96014,563.6214,435.90274
2024-06-13 16:00:00,530.7157249999987,479.17398,491.24707,376.98416
2024-06-13 16:15:00,600.0476250000004,410.22168,458.09952,373.49692
2024-06-13 16:30:00,528.829199999999,390.9759,396.33987,310.42197
2024-06-13 16:45:00,533.2788000000006,312.1016,387.5496,299.94147
2024-06-13 17:00:00,609.7389750000006,286.08963,343.02682,298.2447
2024-06-13 17:15:00,474.6332,270.12717,299.1215,225.66653
2024-06-13 17:30:00,418.1757715074093,197.18958,266.4489,180.68286
2024-06-13 17:45:00,318.0606918557057,146.88873,212.88972,155.01814
2024-06-13 18:00:00,226.92306889295864,133.94884,227.12552,170.2234
2024-06-13 18:15:00,114.28026736350228,97.790306,196.3343,152.1182
2024-06-13 18:30:00,70.1902301772982,122.97052,174.76834,93.11721
2024-06-13 18:45:00,54.93822281814367,68.45615,200.80855,123.855545
2024-06-13 19:00:00,1.8790099524083,110.00443,179.00484,127.92806
