date,time,PredictedPV
2/26/2024,06:00,0.0
2/26/2024,06:15,189.8838653564453
2/26/2024,06:30,70.24066162109375
2/26/2024,06:45,74.40914154052734
2/26/2024,07:00,202.85643005371094
2/26/2024,07:15,18.95025634765625
2/26/2024,07:30,150.48712158203125
2/26/2024,07:45,182.21530151367188
2/26/2024,08:00,125.1826171875
2/26/2024,08:15,552.5435791015625
2/26/2024,08:30,197.41494750976562
2/26/2024,08:45,347.8923645019531
2/26/2024,09:00,315.6150817871094
2/26/2024,09:15,225.3938446044922
2/26/2024,09:30,512.4566650390625
2/26/2024,09:45,447.18487548828125
2/26/2024,10:00,551.5569458007812
2/26/2024,10:15,449.0154113769531
2/26/2024,10:30,312.543212890625
2/26/2024,10:45,447.44793701171875
2/26/2024,11:00,795.1085205078125
2/26/2024,11:15,607.3656616210938
2/26/2024,11:30,908.1153564453125
2/26/2024,11:45,616.35693359375
2/26/2024,12:00,701.7955322265625
2/26/2024,12:15,544.6602783203125
2/26/2024,12:30,562.743896484375
2/26/2024,12:45,586.2596435546875
2/26/2024,13:00,656.5438842773438
2/26/2024,13:15,675.4213256835938
2/26/2024,13:30,557.4351806640625
2/26/2024,13:45,668.6751098632812
2/26/2024,14:00,546.9147338867188
2/26/2024,14:15,604.7422485351562
2/26/2024,14:30,577.4835205078125
2/26/2024,14:45,563.784423828125
2/26/2024,15:00,507.0688171386719
2/26/2024,15:15,406.60235595703125
2/26/2024,15:30,640.5703125
2/26/2024,15:45,422.78680419921875
2/26/2024,16:00,254.65145874023438
2/26/2024,16:15,253.73269653320312
2/26/2024,16:30,301.4229431152344
2/26/2024,16:45,431.40753173828125
2/26/2024,17:00,124.06028747558594
2/26/2024,17:15,376.7627868652344
2/26/2024,17:30,183.10293579101562
2/26/2024,17:45,205.9303436279297
2/26/2024,18:00,429.69024658203125
2/26/2024,18:15,70.00753784179688
2/26/2024,18:30,94.31099700927734
2/26/2024,18:45,159.1934051513672
2/26/2024,19:00,0.0
