date,time,PredictedPV
6/16/2023,06:00,0.5961933732032776
6/16/2023,06:15,0.6623130440711975
6/16/2023,06:30,0.2251250147819519
6/16/2023,06:45,0.6054104566574097
6/16/2023,07:00,0.9176031351089478
6/16/2023,07:15,0.8759105205535889
6/16/2023,07:30,0.2020428627729416
6/16/2023,07:45,0.5139928460121155
6/16/2023,08:00,0.4128798246383667
6/16/2023,08:15,0.4089847207069397
6/16/2023,08:30,0.7005119919776917
6/16/2023,08:45,0.17417670786380768
6/16/2023,09:00,0.6878652572631836
6/16/2023,09:15,0.2103377878665924
6/16/2023,09:30,0.9612002968788147
6/16/2023,09:45,0.5820252299308777
6/16/2023,10:00,0.40213966369628906
6/16/2023,10:15,0.6784155964851379
6/16/2023,10:30,0.4187551438808441
6/16/2023,10:45,0.6594744920730591
6/16/2023,11:00,0.30767905712127686
6/16/2023,11:15,0.6488965153694153
6/16/2023,11:30,0.27835050225257874
6/16/2023,11:45,0.48657432198524475
6/16/2023,12:00,0.5166609883308411
6/16/2023,12:15,0.6114005446434021
6/16/2023,12:30,0.46351462602615356
6/16/2023,12:45,0.700566291809082
6/16/2023,13:00,1.0540207624435425
6/16/2023,13:15,0.9241712093353271
6/16/2023,13:30,0.9713995456695557
6/16/2023,13:45,0.24062496423721313
6/16/2023,14:00,1.1021980047225952
6/16/2023,14:15,0.8580914735794067
6/16/2023,14:30,1.2197622060775757
6/16/2023,14:45,1.334947943687439
6/16/2023,15:00,1.1408803462982178
6/16/2023,15:15,0.888092041015625
6/16/2023,15:30,0.2924260199069977
6/16/2023,15:45,0.8036326766014099
6/16/2023,16:00,1.501280426979065
6/16/2023,16:15,1.039635419845581
6/16/2023,16:30,1.1784322261810303
6/16/2023,16:45,0.7479746341705322
6/16/2023,17:00,0.972490668296814
6/16/2023,17:15,0.5262378454208374
6/16/2023,17:30,0.9990077614784241
6/16/2023,17:45,0.7688479423522949
6/16/2023,18:00,0.7697237730026245
6/16/2023,18:15,0.0
6/16/2023,18:30,0.5241065621376038
6/16/2023,18:45,0.3826914429664612
6/16/2023,19:00,0.9982120990753174
