date,time,PredictedPV
2/26/2024,06:00,34.341835021972656
2/26/2024,06:15,287.0054016113281
2/26/2024,06:30,217.16464233398438
2/26/2024,06:45,71.60910034179688
2/26/2024,07:00,90.5300064086914
2/26/2024,07:15,87.16722106933594
2/26/2024,07:30,315.0176696777344
2/26/2024,07:45,132.78262329101562
2/26/2024,08:00,392.9974060058594
2/26/2024,08:15,141.9810028076172
2/26/2024,08:30,342.0087890625
2/26/2024,08:45,437.6117248535156
2/26/2024,09:00,352.0191650390625
2/26/2024,09:15,283.59075927734375
2/26/2024,09:30,501.199951171875
2/26/2024,09:45,576.39306640625
2/26/2024,10:00,363.5264892578125
2/26/2024,10:15,614.8090209960938
2/26/2024,10:30,573.9149169921875
2/26/2024,10:45,595.8646240234375
2/26/2024,11:00,424.6429138183594
2/26/2024,11:15,725.4749755859375
2/26/2024,11:30,610.4288330078125
2/26/2024,11:45,623.3480224609375
2/26/2024,12:00,410.3018493652344
2/26/2024,12:15,710.532958984375
2/26/2024,12:30,676.2008666992188
2/26/2024,12:45,752.345947265625
2/26/2024,13:00,645.0392456054688
2/26/2024,13:15,465.11334228515625
2/26/2024,13:30,544.523193359375
2/26/2024,13:45,635.9568481445312
2/26/2024,14:00,539.2452392578125
2/26/2024,14:15,653.0756225585938
2/26/2024,14:30,796.2227172851562
2/26/2024,14:45,469.13739013671875
2/26/2024,15:00,482.07861328125
2/26/2024,15:15,489.0257568359375
2/26/2024,15:30,589.2669677734375
2/26/2024,15:45,285.1463928222656
2/26/2024,16:00,433.032470703125
2/26/2024,16:15,269.15533447265625
2/26/2024,16:30,352.0478210449219
2/26/2024,16:45,263.5912170410156
2/26/2024,17:00,244.55029296875
2/26/2024,17:15,8.58038330078125
2/26/2024,17:30,188.45362854003906
2/26/2024,17:45,89.04439544677734
2/26/2024,18:00,54.02117919921875
2/26/2024,18:15,172.5410919189453
2/26/2024,18:30,22.17279624938965
2/26/2024,18:45,195.48524475097656
2/26/2024,19:00,2.5307846069335938
