date,time,PredictedPV
6/16/2023,06:00,0.05371655896306038
6/16/2023,06:15,0.8100966811180115
6/16/2023,06:30,0.37325024604797363
6/16/2023,06:45,0.29239630699157715
6/16/2023,07:00,0.5026678442955017
6/16/2023,07:15,0.19508668780326843
6/16/2023,07:30,0.39605098962783813
6/16/2023,07:45,0.1818118542432785
6/16/2023,08:00,0.5123293995857239
6/16/2023,08:15,0.5482588410377502
6/16/2023,08:30,0.5439525842666626
6/16/2023,08:45,0.3029194474220276
6/16/2023,09:00,0.24288687109947205
6/16/2023,09:15,0.39752382040023804
6/16/2023,09:30,0.2527291774749756
6/16/2023,09:45,0.22155505418777466
6/16/2023,10:00,0.34578773379325867
6/16/2023,10:15,0.33555975556373596
6/16/2023,10:30,0.5835274457931519
6/16/2023,10:45,0.6274517774581909
6/16/2023,11:00,0.2836461067199707
6/16/2023,11:15,0.5793087482452393
6/16/2023,11:30,1.089975118637085
6/16/2023,11:45,0.8760665059089661
6/16/2023,12:00,0.233147993683815
6/16/2023,12:15,0.6841818690299988
6/16/2023,12:30,0.12851502001285553
6/16/2023,12:45,1.1157158613204956
6/16/2023,13:00,0.14927317202091217
6/16/2023,13:15,0.0
6/16/2023,13:30,0.997882068157196
6/16/2023,13:45,0.48833906650543213
6/16/2023,14:00,0.3169040381908417
6/16/2023,14:15,0.5998839139938354
6/16/2023,14:30,0.03690789267420769
6/16/2023,14:45,0.30054229497909546
6/16/2023,15:00,0.6094465851783752
6/16/2023,15:15,0.9584136009216309
6/16/2023,15:30,0.04312917962670326
6/16/2023,15:45,0.17732158303260803
6/16/2023,16:00,0.48310908675193787
6/16/2023,16:15,1.1074974536895752
6/16/2023,16:30,0.9626689553260803
6/16/2023,16:45,0.0
6/16/2023,17:00,0.7416487336158752
6/16/2023,17:15,0.4820955693721771
6/16/2023,17:30,0.2185875028371811
6/16/2023,17:45,0.39172932505607605
6/16/2023,18:00,0.016270192340016365
6/16/2023,18:15,0.7077991962432861
6/16/2023,18:30,0.48826685547828674
6/16/2023,18:45,0.2819678485393524
6/16/2023,19:00,0.5193200707435608
