date,time,PredictedPV
2/26/2024,06:00,49.8140754699707
2/26/2024,06:15,261.3360900878906
2/26/2024,06:30,152.9267120361328
2/26/2024,06:45,145.08277893066406
2/26/2024,07:00,329.0226135253906
2/26/2024,07:15,22.296306610107422
2/26/2024,07:30,364.0997619628906
2/26/2024,07:45,40.087154388427734
2/26/2024,08:00,206.0218505859375
2/26/2024,08:15,435.5452575683594
2/26/2024,08:30,439.0274658203125
2/26/2024,08:45,389.8636169433594
2/26/2024,09:00,185.98748779296875
2/26/2024,09:15,430.55853271484375
2/26/2024,09:30,163.35617065429688
2/26/2024,09:45,569.3732299804688
2/26/2024,10:00,351.10296630859375
2/26/2024,10:15,596.9114990234375
2/26/2024,10:30,492.0782470703125
2/26/2024,10:45,477.9994812011719
2/26/2024,11:00,515.669189453125
2/26/2024,11:15,339.4747619628906
2/26/2024,11:30,544.8394775390625
2/26/2024,11:45,618.4246826171875
2/26/2024,12:00,800.0357666015625
2/26/2024,12:15,730.5647583007812
2/26/2024,12:30,569.3707885742188
2/26/2024,12:45,649.4203491210938
2/26/2024,13:00,717.0888671875
2/26/2024,13:15,476.0961608886719
2/26/2024,13:30,464.810302734375
2/26/2024,13:45,414.840576171875
2/26/2024,14:00,754.0385131835938
2/26/2024,14:15,713.129150390625
2/26/2024,14:30,527.8108520507812
2/26/2024,14:45,247.91822814941406
2/26/2024,15:00,476.86248779296875
2/26/2024,15:15,633.1539916992188
2/26/2024,15:30,452.5013427734375
2/26/2024,15:45,372.4405822753906
2/26/2024,16:00,575.5718994140625
2/26/2024,16:15,313.60015869140625
2/26/2024,16:30,242.7184600830078
2/26/2024,16:45,447.23162841796875
2/26/2024,17:00,440.5284729003906
2/26/2024,17:15,243.4084930419922
2/26/2024,17:30,148.18783569335938
2/26/2024,17:45,193.76495361328125
2/26/2024,18:00,239.15394592285156
2/26/2024,18:15,280.2541809082031
2/26/2024,18:30,190.8565216064453
2/26/2024,18:45,255.18011474609375
2/26/2024,19:00,107.77494049072266
