date,time,PredictedPV
2/26/2024,06:00,183.19866943359375
2/26/2024,06:15,168.71961975097656
2/26/2024,06:30,152.44696044921875
2/26/2024,06:45,130.7281951904297
2/26/2024,07:00,126.32337951660156
2/26/2024,07:15,203.15631103515625
2/26/2024,07:30,213.68492126464844
2/26/2024,07:45,224.65969848632812
2/26/2024,08:00,275.24688720703125
2/26/2024,08:15,272.7083740234375
2/26/2024,08:30,328.4314270019531
2/26/2024,08:45,392.8116455078125
2/26/2024,09:00,393.3768005371094
2/26/2024,09:15,488.0899963378906
2/26/2024,09:30,533.5587768554688
2/26/2024,09:45,556.3927001953125
2/26/2024,10:00,620.0023803710938
2/26/2024,10:15,583.285400390625
2/26/2024,10:30,629.798828125
2/26/2024,10:45,671.0352783203125
2/26/2024,11:00,640.1087646484375
2/26/2024,11:15,776.0574951171875
2/26/2024,11:30,677.6817016601562
2/26/2024,11:45,778.0760498046875
2/26/2024,12:00,729.2786254882812
2/26/2024,12:15,676.0030517578125
2/26/2024,12:30,744.4717407226562
2/26/2024,12:45,671.9119262695312
2/26/2024,13:00,623.1434936523438
2/26/2024,13:15,663.5554809570312
2/26/2024,13:30,626.8736572265625
2/26/2024,13:45,574.8982543945312
2/26/2024,14:00,540.8726806640625
2/26/2024,14:15,499.4407653808594
2/26/2024,14:30,445.7827453613281
2/26/2024,14:45,395.9179992675781
2/26/2024,15:00,374.5195007324219
2/26/2024,15:15,373.4930114746094
2/26/2024,15:30,305.3978271484375
2/26/2024,15:45,271.8593444824219
2/26/2024,16:00,176.6494140625
2/26/2024,16:15,188.63751220703125
2/26/2024,16:30,172.97726440429688
2/26/2024,16:45,166.29803466796875
2/26/2024,17:00,170.9955291748047
2/26/2024,17:15,168.14817810058594
2/26/2024,17:30,147.0575714111328
2/26/2024,17:45,226.30528259277344
2/26/2024,18:00,240.58642578125
2/26/2024,18:15,289.70953369140625
2/26/2024,18:30,290.1503601074219
2/26/2024,18:45,345.7037048339844
2/26/2024,19:00,406.34100341796875
