date,time,PredictedPV
2/26/2024,06:00,190.4906768798828
2/26/2024,06:15,187.66212463378906
2/26/2024,06:30,189.6575164794922
2/26/2024,06:45,70.92020416259766
2/26/2024,07:00,174.53009033203125
2/26/2024,07:15,170.6549530029297
2/26/2024,07:30,304.2332458496094
2/26/2024,07:45,211.63980102539062
2/26/2024,08:00,476.7896423339844
2/26/2024,08:15,206.55966186523438
2/26/2024,08:30,335.9510192871094
2/26/2024,08:45,186.06365966796875
2/26/2024,09:00,346.866455078125
2/26/2024,09:15,421.7038269042969
2/26/2024,09:30,527.6096801757812
2/26/2024,09:45,333.7588195800781
2/26/2024,10:00,633.2246704101562
2/26/2024,10:15,576.0411987304688
2/26/2024,10:30,293.2231750488281
2/26/2024,10:45,714.302734375
2/26/2024,11:00,529.300537109375
2/26/2024,11:15,504.0600280761719
2/26/2024,11:30,430.61676025390625
2/26/2024,11:45,554.7791137695312
2/26/2024,12:00,453.388427734375
2/26/2024,12:15,437.9134826660156
2/26/2024,12:30,549.6936645507812
2/26/2024,12:45,682.482177734375
2/26/2024,13:00,628.2517700195312
2/26/2024,13:15,529.87548828125
2/26/2024,13:30,774.349365234375
2/26/2024,13:45,860.107177734375
2/26/2024,14:00,391.03875732421875
2/26/2024,14:15,535.2003173828125
2/26/2024,14:30,467.1830139160156
2/26/2024,14:45,487.2118835449219
2/26/2024,15:00,537.8931274414062
2/26/2024,15:15,274.5286865234375
2/26/2024,15:30,358.66925048828125
2/26/2024,15:45,379.9122009277344
2/26/2024,16:00,430.1776123046875
2/26/2024,16:15,313.3660583496094
2/26/2024,16:30,211.4143829345703
2/26/2024,16:45,381.77044677734375
2/26/2024,17:00,248.0011749267578
2/26/2024,17:15,136.72715759277344
2/26/2024,17:30,212.18934631347656
2/26/2024,17:45,361.9322814941406
2/26/2024,18:00,115.6092300415039
2/26/2024,18:15,179.96615600585938
2/26/2024,18:30,0.0
2/26/2024,18:45,164.5050048828125
2/26/2024,19:00,140.89849853515625
