date,time,PredictedPV
2/26/2024,06:00,213.3398895263672
2/26/2024,06:15,167.1000213623047
2/26/2024,06:30,271.898681640625
2/26/2024,06:45,129.3754119873047
2/26/2024,07:00,45.47037124633789
2/26/2024,07:15,369.03717041015625
2/26/2024,07:30,271.4162902832031
2/26/2024,07:45,297.1138610839844
2/26/2024,08:00,520.3255615234375
2/26/2024,08:15,280.9200744628906
2/26/2024,08:30,351.98236083984375
2/26/2024,08:45,187.64788818359375
2/26/2024,09:00,284.0237731933594
2/26/2024,09:15,318.35693359375
2/26/2024,09:30,253.44107055664062
2/26/2024,09:45,444.266845703125
2/26/2024,10:00,324.9763488769531
2/26/2024,10:15,446.62359619140625
2/26/2024,10:30,251.64297485351562
2/26/2024,10:45,423.607666015625
2/26/2024,11:00,409.3601989746094
2/26/2024,11:15,649.7529907226562
2/26/2024,11:30,648.5287475585938
2/26/2024,11:45,419.07769775390625
2/26/2024,12:00,685.5660400390625
2/26/2024,12:15,491.19744873046875
2/26/2024,12:30,419.8577575683594
2/26/2024,12:45,616.6370849609375
2/26/2024,13:00,645.4874267578125
2/26/2024,13:15,565.4118041992188
2/26/2024,13:30,554.9591064453125
2/26/2024,13:45,404.84521484375
2/26/2024,14:00,276.84320068359375
2/26/2024,14:15,580.5137939453125
2/26/2024,14:30,372.1846923828125
2/26/2024,14:45,417.66986083984375
2/26/2024,15:00,422.3298034667969
2/26/2024,15:15,272.88433837890625
2/26/2024,15:30,360.606689453125
2/26/2024,15:45,277.6883239746094
2/26/2024,16:00,296.01849365234375
2/26/2024,16:15,580.6585083007812
2/26/2024,16:30,307.27471923828125
2/26/2024,16:45,344.49212646484375
2/26/2024,17:00,204.0926513671875
2/26/2024,17:15,232.1968994140625
2/26/2024,17:30,117.2230453491211
2/26/2024,17:45,68.6206283569336
2/26/2024,18:00,433.66082763671875
2/26/2024,18:15,141.3842315673828
2/26/2024,18:30,205.4956512451172
2/26/2024,18:45,200.59573364257812
2/26/2024,19:00,140.40878295898438
