date,time,PredictedPV
2/26/2024,06:00,209.1333465576172
2/26/2024,06:15,259.68389892578125
2/26/2024,06:30,136.14955139160156
2/26/2024,06:45,173.84780883789062
2/26/2024,07:00,308.08270263671875
2/26/2024,07:15,506.24688720703125
2/26/2024,07:30,291.2667236328125
2/26/2024,07:45,105.53390502929688
2/26/2024,08:00,168.5846710205078
2/26/2024,08:15,284.8814697265625
2/26/2024,08:30,359.1658630371094
2/26/2024,08:45,255.6051483154297
2/26/2024,09:00,253.20179748535156
2/26/2024,09:15,313.8670654296875
2/26/2024,09:30,241.04611206054688
2/26/2024,09:45,314.0801086425781
2/26/2024,10:00,475.56353759765625
2/26/2024,10:15,371.11029052734375
2/26/2024,10:30,315.09197998046875
2/26/2024,10:45,494.026123046875
2/26/2024,11:00,630.4258422851562
2/26/2024,11:15,546.9105224609375
2/26/2024,11:30,582.817626953125
2/26/2024,11:45,397.5577087402344
2/26/2024,12:00,445.3414001464844
2/26/2024,12:15,442.4164733886719
2/26/2024,12:30,412.5928039550781
2/26/2024,12:45,769.1328125
2/26/2024,13:00,201.7579803466797
2/26/2024,13:15,389.85284423828125
2/26/2024,13:30,416.4780578613281
2/26/2024,13:45,501.3630065917969
2/26/2024,14:00,471.0893249511719
2/26/2024,14:15,393.6679382324219
2/26/2024,14:30,533.976806640625
2/26/2024,14:45,452.16668701171875
2/26/2024,15:00,400.6326904296875
2/26/2024,15:15,379.6310119628906
2/26/2024,15:30,452.06707763671875
2/26/2024,15:45,406.52362060546875
2/26/2024,16:00,479.43701171875
2/26/2024,16:15,379.9410095214844
2/26/2024,16:30,334.05609130859375
2/26/2024,16:45,329.2709655761719
2/26/2024,17:00,255.15542602539062
2/26/2024,17:15,226.54310607910156
2/26/2024,17:30,234.5580596923828
2/26/2024,17:45,290.13934326171875
2/26/2024,18:00,127.05229187011719
2/26/2024,18:15,338.53875732421875
2/26/2024,18:30,282.1608581542969
2/26/2024,18:45,125.76934814453125
2/26/2024,19:00,103.67991638183594
