date,time,PredictedPV
2/26/2024,06:00,0.0
2/26/2024,06:15,0.0
2/26/2024,06:30,257.0019226074219
2/26/2024,06:45,89.59986114501953
2/26/2024,07:00,321.74810791015625
2/26/2024,07:15,64.85933685302734
2/26/2024,07:30,66.10142517089844
2/26/2024,07:45,320.16363525390625
2/26/2024,08:00,283.9912109375
2/26/2024,08:15,326.7401123046875
2/26/2024,08:30,421.0439453125
2/26/2024,08:45,326.0657653808594
2/26/2024,09:00,582.136962890625
2/26/2024,09:15,460.28912353515625
2/26/2024,09:30,280.6861267089844
2/26/2024,09:45,636.5994262695312
2/26/2024,10:00,543.3548583984375
2/26/2024,10:15,501.30413818359375
2/26/2024,10:30,294.66046142578125
2/26/2024,10:45,443.5428466796875
2/26/2024,11:00,745.0069580078125
2/26/2024,11:15,657.47998046875
2/26/2024,11:30,496.8509521484375
2/26/2024,11:45,425.6724548339844
2/26/2024,12:00,585.1720581054688
2/26/2024,12:15,570.2454833984375
2/26/2024,12:30,667.6189575195312
2/26/2024,12:45,345.85589599609375
2/26/2024,13:00,350.17254638671875
2/26/2024,13:15,221.97605895996094
2/26/2024,13:30,650.826416015625
2/26/2024,13:45,432.4519958496094
2/26/2024,14:00,571.1987915039062
2/26/2024,14:15,305.4742431640625
2/26/2024,14:30,355.3944396972656
2/26/2024,14:45,392.3709716796875
2/26/2024,15:00,463.4149475097656
2/26/2024,15:15,374.7457275390625
2/26/2024,15:30,363.1367492675781
2/26/2024,15:45,301.8826904296875
2/26/2024,16:00,220.53152465820312
2/26/2024,16:15,237.25399780273438
2/26/2024,16:30,386.44097900390625
2/26/2024,16:45,250.96527099609375
2/26/2024,17:00,349.0060729980469
2/26/2024,17:15,296.0210266113281
2/26/2024,17:30,135.44265747070312
2/26/2024,17:45,153.26251220703125
2/26/2024,18:00,376.40081787109375
2/26/2024,18:15,6.571343898773193
2/26/2024,18:30,147.1541290283203
2/26/2024,18:45,225.88352966308594
2/26/2024,19:00,9.085765838623047
